time	parameter_1	parameter_2	parameter_3	objective_function	worker
2020-10-02 22:18:44	0.121345104756765	2.63177050705999	658.929577202071	1.17263976866577	0
2020-10-02 22:18:44	0.13680588433519	2.67023115890333	634.809819420334	1.10411641212388	0
2020-10-02 22:18:44	0.137290270670783	2.74749103692593	668.636153414845	Inf	0
2020-10-02 22:18:44	0.13905359888915	2.65637419525301	623.45352973789	1.18196281827793	0
2020-10-02 22:18:44	0.136492003665771	2.69468059758656	694.959878514055	0.92396828650558	0
2020-10-02 22:18:44	0.136867205856834	2.70485612085322	680.434626284987	Inf	0
2020-10-02 22:18:44	0.148719134854618	2.64736099814763	723.997659976594	0.979342152983471	0
2020-10-02 22:18:44	0.123292485577986	2.67883416899713	622.878694206011	1.10710180615475	0
2020-10-02 22:18:44	0.1462145938701	2.62462119861739	695.727326842025	1.0983618208937	0
2020-10-02 22:18:44	0.131940974865574	2.65460299619008	637.659369232133	1.14311127820139	0
2020-10-02 22:18:44	0.126028534232173	2.64257851861184	703.778079417534	1.04940063505859	0
2020-10-02 22:18:44	0.138738320516422	2.65392275718041	679.103139347862	1.05646173380022	0
2020-10-02 22:18:44	0.146848614367191	2.71356717692688	688.531978994142	Inf	0
2020-10-02 22:18:44	0.142991602574475	2.63865671639796	615.373018498067	1.23520214672885	0
2020-10-02 22:18:44	0.13946301672142	2.66369778158842	729.24328412395	0.944430639215214	0
2020-10-02 22:18:44	0.13711317605339	2.60973478530068	615.522599664982	1.3575016258203	0
2020-10-02 22:18:44	0.135745004278142	2.61604441445088	703.04092788836	1.12666323606744	0
2020-10-02 22:18:44	0.132282424564473	2.63852098397911	726.651156309526	1.01181639301071	0
2020-10-02 22:18:44	0.129832234089263	2.74384430467617	619.421467313077	Inf	0
2020-10-02 22:18:44	0.130553274129052	2.73082300901879	616.964252043981	Inf	0
2020-10-02 22:18:44	0.149118010809179	2.70831116854679	725.760652222671	Inf	0
2020-10-02 22:18:44	0.142956896354444	2.63009094591253	654.287518502679	1.18261369126959	0
2020-10-02 22:18:44	0.141503561111167	2.71986045602243	693.473901699763	Inf	0
2020-10-02 22:18:44	0.126956584460568	2.73734804735286	703.644973598421	0.830490343736175	0
2020-10-02 22:18:44	0.138076953990385	2.66881807361497	630.337669532746	1.12045852729712	0
2020-10-02 22:18:44	0.126148607537616	2.66285481253872	645.153406173922	1.10305026044133	0
2020-10-02 22:18:44	0.135417326122988	2.74097040747292	638.210162087344	Inf	0
2020-10-02 22:18:44	0.122850549782161	2.70765466603916	608.567197746597	Inf	0
2020-10-02 22:18:44	0.130188589263707	2.65262999847764	683.181555676274	1.06342822361745	0
2020-10-02 22:18:44	0.123274830963928	2.66970390967326	661.342382528819	1.04208394950894	0
2020-10-02 22:18:44	0.14997188256355	2.63959415082354	626.503624222241	1.20601706299887	0
2020-10-02 22:18:44	0.132981095504947	2.62532246373594	722.790653300472	1.06291693329857	0
2020-10-02 22:18:44	0.120440969006158	2.65833768041339	656.435388047248	1.1032413081474	0
2020-10-02 22:18:44	0.144220946864225	2.73270927481353	648.362664850429	Inf	0
2020-10-02 22:18:44	0.124839923819527	2.62177075383952	708.879092400894	1.10266759706321	0
2020-10-02 22:18:44	0.139008392938413	2.71982324662385	658.78802258987	Inf	0
2020-10-02 22:18:44	0.140253937763628	2.67132173510036	641.10701906262	1.0824272081227	0
2020-10-02 22:18:44	0.138384026675485	2.72599716647528	672.585978787392	Inf	0
2020-10-02 22:18:44	0.144259536887985	2.63075787802227	699.305024456698	1.07552506574514	0
2020-10-02 22:18:44	0.132636778070591	2.67768398101907	684.207351233345	0.988270610301005	0
2020-10-02 22:20:42	0.122508762476232	2.6815057546585	681.248578144475	0.981046036101452	0
2020-10-02 22:20:42	0.126611331184256	2.70788108089066	693.017070810228	Inf	0
2020-10-02 22:20:42	0.128790988400033	2.71607207974217	711.969486748179	0.862996899069493	0
2020-10-02 22:20:42	0.126736219717078	2.74590595407521	676.611728847033	0.845082722200344	0
2020-10-02 22:20:42	0.130904043326931	2.74203910343418	707.342574888048	0.816008541183241	0
2020-10-02 22:20:42	0.124698381236566	2.7260217906782	725.333199497669	Inf	0
2020-10-02 22:20:42	0.125612325195047	2.75	725.620038738017	0.786683235186723	0
2020-10-02 22:20:42	0.127823019821645	2.75	649.418015266764	0.883111674707717	0
2020-10-02 22:20:42	0.125891121162224	2.68046760211672	709.41753402929	0.943669309295444	0
2020-10-02 22:20:42	0.127348616387792	2.69978028597819	679.57177913257	Inf	0
2020-10-02 22:20:42	0.129658874394944	2.72144640490827	730	0.827491712159099	0
2020-10-02 22:20:42	0.133609846078417	2.72677957556806	686.793757556911	Inf	0
2020-10-02 22:20:42	0.124154799652252	2.7113223362565	714.923656027437	Inf	0
2020-10-02 22:20:42	0.131057043949484	2.7	718.937694994245	Inf	0
2020-10-02 22:20:42	0.135287393569393	2.72047542056568	730	0.822013910578434	0
2020-10-02 22:20:42	0.132120028236792	2.65	651.383436717172	1.12965388503173	0
2020-10-02 22:20:42	0.132573654078357	2.63354129875698	719.045454609241	1.04484027009249	0
2020-10-02 22:20:42	0.130566767562752	2.67806125502254	730	0.915221268339402	0
2020-10-02 22:20:42	0.125580853515225	2.75	671.121663810247	0.849183214215432	0
2020-10-02 22:20:42	0.129554097029764	2.75	666.203280418728	0.853855423931266	0
