

   Time         sum(rTop)     sum(rRoot)    sum(vTop)     sum(vRoot)     sum(vBot)    hTop       hRoot      hBot      A-level
    [T]           [L]           [L]           [L]           [L]            [L]        [L]         [L]       [L] 

   114.00000 -0.112136E+02  0.000000E+00 -0.119171E+02  0.000000E+00 -0.123767E+02    -51.571      0.000    -25.469     114
   115.00000 -0.111882E+02  0.000000E+00 -0.118917E+02  0.000000E+00 -0.124928E+02    -70.006      0.000    -25.711     115
   116.00000 -0.114286E+02  0.000000E+00 -0.121321E+02  0.000000E+00 -0.126015E+02    -26.758      0.000    -26.082     116
   117.00000 -0.113484E+02  0.000000E+00 -0.120519E+02  0.000000E+00 -0.126998E+02    -41.989      0.000    -26.551     117
   118.00000 -0.112164E+02  0.000000E+00 -0.119199E+02  0.000000E+00 -0.127858E+02   -985.464      0.000    -27.061     118
   119.00000 -0.110530E+02  0.000000E+00 -0.118422E+02  0.000000E+00 -0.128621E+02 -10000.000      0.000    -27.570     119
   120.00000 -0.109491E+02  0.000000E+00 -0.118235E+02  0.000000E+00 -0.129269E+02 -10000.000      0.000    -28.045     120
   121.00000 -0.108526E+02  0.000000E+00 -0.118137E+02  0.000000E+00 -0.129833E+02 -10000.000      0.000    -28.477     121
   122.00000 -0.108525E+02  0.000000E+00 -0.118136E+02  0.000000E+00 -0.130310E+02   -369.700      0.000    -28.831     122
   123.00000 -0.107351E+02  0.000000E+00 -0.118038E+02  0.000000E+00 -0.130755E+02 -10000.000      0.000    -29.187     123
   124.00000 -0.105247E+02  0.000000E+00 -0.117972E+02  0.000000E+00 -0.131158E+02 -10000.000      0.000    -29.502     124
   125.00000 -0.102887E+02  0.000000E+00 -0.117917E+02  0.000000E+00 -0.131531E+02 -10000.000      0.000    -29.773     125
   126.00000 -0.100140E+02  0.000000E+00 -0.117870E+02  0.000000E+00 -0.131882E+02 -10000.000      0.000    -30.115     126
   127.00000 -0.971000E+01  0.000000E+00 -0.117828E+02  0.000000E+00 -0.132222E+02 -10000.000      0.000    -30.452     127
   128.00000 -0.937690E+01  0.000000E+00 -0.117789E+02  0.000000E+00 -0.132551E+02 -10000.000      0.000    -30.761     128
   129.00000 -0.912060E+01  0.000000E+00 -0.117756E+02  0.000000E+00 -0.132870E+02 -10000.000      0.000    -31.059     129
   130.00000 -0.902720E+01  0.000000E+00 -0.117726E+02  0.000000E+00 -0.133177E+02 -10000.000      0.000    -31.352     130
   131.00000 -0.902410E+01  0.000000E+00 -0.117698E+02  0.000000E+00 -0.133473E+02 -10000.000      0.000    -31.642     131
   132.00000 -0.893590E+01  0.000000E+00 -0.117670E+02  0.000000E+00 -0.133759E+02 -10000.000      0.000    -31.932     132
   133.00000 -0.856170E+01  0.000000E+00 -0.117644E+02  0.000000E+00 -0.134033E+02 -10000.000      0.000    -32.222     133
   134.00000 -0.820680E+01  0.000000E+00 -0.117618E+02  0.000000E+00 -0.134296E+02 -10000.000      0.000    -32.512     134
   135.00000 -0.825141E+01  0.000000E+00 -0.118064E+02  0.000000E+00 -0.134552E+02    -63.993      0.000    -32.801     135
   136.00000 -0.826161E+01  0.000000E+00 -0.118166E+02  0.000000E+00 -0.134798E+02    -57.766      0.000    -33.088     136
   137.00000 -0.815461E+01  0.000000E+00 -0.117613E+02  0.000000E+00 -0.135031E+02 -10000.000      0.000    -33.373     137
   138.00000 -0.815461E+01  0.000000E+00 -0.117613E+02  0.000000E+00 -0.135253E+02   -991.278      0.000    -33.654     138
   139.00000 -0.810621E+01  0.000000E+00 -0.117572E+02  0.000000E+00 -0.135464E+02 -10000.000      0.000    -33.931     139
