 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  27. 1.2022    Time:  16:13:57
 Units: L = cm   , T = days , M = mmol 


    TLevel      Time          dt      Iter    ItCum  KodT  KodB  Convergency

        1  0.1000000E-02  0.10000E-02    2        2    -4    -5     T
        2  0.2000000E-02  0.10000E-02    2        4    -4    -5     T
        3  0.3300000E-02  0.13000E-02    2        6    -4    -5     T
        4  0.4990000E-02  0.16900E-02    2        8    -4    -5     T
        5  0.7187000E-02  0.21970E-02    2       10    -4    -5     T
        6  0.1004310E-01  0.28561E-02    2       12    -4    -5     T
        7  0.1375603E-01  0.37129E-02    2       14    -4    -5     T
        8  0.1858284E-01  0.48268E-02    2       16    -4    -5     T
        9  0.2485769E-01  0.62749E-02    2       18    -4    -5     T
       10  0.3301499E-01  0.81573E-02    2       20    -4    -5     T
       11  0.4361949E-01  0.10604E-01    2       22    -4    -5     T
       12  0.5740534E-01  0.13786E-01    2       24    -4    -5     T
       13  0.7532693E-01  0.17922E-01    2       26    -4    -5     T
       14  0.9862501E-01  0.23298E-01    2       28    -4    -5     T
       15  0.1289125E+00  0.30287E-01    2       30    -4    -5     T
       16  0.1682863E+00  0.39374E-01    2       32    -4    -5     T
       17  0.2194721E+00  0.51186E-01    2       34    -4    -5     T
       18  0.2860138E+00  0.66542E-01    2       36    -4    -5     T
       19  0.3752620E+00  0.89248E-01    2       38    -4    -5     T
       20  0.4793850E+00  0.10412E+00    2       40    -4    -5     T
       21  0.6095388E+00  0.13015E+00    2       42    -4    -5     T
       22  0.8047694E+00  0.19523E+00    2       44    -4    -5     T
       23  0.1000000E+01  0.19523E+00    2       46    -4    -5     T
       24  0.1001000E+01  0.10000E-02    2       48    -4    -5     T
       25  0.1002300E+01  0.13000E-02    2       50    -4    -5     T
       26  0.1003990E+01  0.16900E-02    2       52    -4    -5     T
       27  0.1006187E+01  0.21970E-02    2       54    -4    -5     T
       28  0.1009043E+01  0.28561E-02    2       56    -4    -5     T
       29  0.1012756E+01  0.37129E-02    2       58    -4    -5     T
       30  0.1017583E+01  0.48268E-02    2       60    -4    -5     T
       31  0.1023858E+01  0.62749E-02    2       62    -4    -5     T
       32  0.1032015E+01  0.81573E-02    2       64    -4    -5     T
       33  0.1042619E+01  0.10604E-01    2       66    -4    -5     T
       34  0.1056405E+01  0.13786E-01    2       68    -4    -5     T
       35  0.1074327E+01  0.17922E-01    2       70    -4    -5     T
       36  0.1097625E+01  0.23298E-01    2       72    -4    -5     T
       37  0.1127913E+01  0.30287E-01    2       74    -4    -5     T
       38  0.1167286E+01  0.39374E-01    2       76    -4    -5     T
       39  0.1218472E+01  0.51186E-01    2       78    -4    -5     T
       40  0.1285014E+01  0.66542E-01    4       82    -4    -5     T
       41  0.1351555E+01  0.66542E-01    2       84    -4    -5     T
       42  0.1444190E+01  0.92635E-01    2       86    -4    -5     T
       43  0.1555352E+01  0.11116E+00    2       88    -4    -5     T
       44  0.1703568E+01  0.14822E+00    2       90    -4    -5     T
       45  0.1851784E+01  0.14822E+00    4       94    -4    -5     T
       46  0.2000000E+01  0.14822E+00    2       96    -4    -5     T
       47  0.2001000E+01  0.10000E-02    2       98    -4    -5     T
       48  0.2002300E+01  0.13000E-02    2      100    -4    -5     T
       49  0.2003990E+01  0.16900E-02    2      102    -4    -5     T
       50  0.2006187E+01  0.21970E-02    2      104    -4    -5     T
       51  0.2009043E+01  0.28561E-02    2      106    -4    -5     T
       52  0.2012756E+01  0.37129E-02    2      108    -4    -5     T
       53  0.2017583E+01  0.48268E-02    2      110    -4    -5     T
       54  0.2023858E+01  0.62749E-02    2      112    -4    -5     T
       55  0.2032015E+01  0.81573E-02    2      114    -4    -5     T
       56  0.2042619E+01  0.10604E-01    2      116    -4    -5     T
       57  0.2056405E+01  0.13786E-01    2      118    -4    -5     T
       58  0.2074327E+01  0.17922E-01    2      120    -4    -5     T
       59  0.2097625E+01  0.23298E-01    2      122    -4    -5     T
       60  0.2127913E+01  0.30287E-01    2      124    -4    -5     T
       61  0.2167286E+01  0.39374E-01    2      126    -4    -5     T
       62  0.2218472E+01  0.51186E-01    2      128    -4    -5     T
       63  0.2285014E+01  0.66542E-01    5      133    -4    -5     T
       64  0.2351555E+01  0.66542E-01    3      136    -4    -5     T
       65  0.2444190E+01  0.92635E-01    3      139    -4    -5     T
       66  0.2555352E+01  0.11116E+00    3      142    -4    -5     T
       67  0.2703568E+01  0.14822E+00    8      150    -4    -5     T
       68  0.2802379E+01  0.98811E-01    3      153    -4    -5     T
       69  0.2868253E+01  0.65874E-01    4      167    -4    -5     T
       70  0.2934126E+01  0.65874E-01    3      170    -4    -5     T
       71  0.3000000E+01  0.65874E-01    3      173    -4    -5     T
       72  0.3001000E+01  0.10000E-02    2      175    -4    -5     T
       73  0.3002300E+01  0.13000E-02    2      177    -4    -5     T
       74  0.3003990E+01  0.16900E-02    2      179    -4    -5     T
       75  0.3006187E+01  0.21970E-02    2      181    -4    -5     T
       76  0.3009043E+01  0.28561E-02    2      183    -4    -5     T
       77  0.3012756E+01  0.37129E-02    2      185    -4    -5     T
       78  0.3017583E+01  0.48268E-02    2      187    -4    -5     T
       79  0.3023858E+01  0.62749E-02    2      189    -4    -5     T
       80  0.3032015E+01  0.81573E-02    2      191    -4    -5     T
       81  0.3042619E+01  0.10604E-01    2      193    -4    -5     T
       82  0.3056405E+01  0.13786E-01    2      195    -4    -5     T
       83  0.3074327E+01  0.17922E-01    2      197    -4    -5     T
       84  0.3097625E+01  0.23298E-01    2      199    -4    -5     T
       85  0.3127913E+01  0.30287E-01    2      201    -4    -5     T
       86  0.3167286E+01  0.39374E-01    2      203    -4    -5     T
       87  0.3218472E+01  0.51186E-01    2      205    -4    -5     T
       88  0.3285014E+01  0.66542E-01    3      208    -4    -5     T
       89  0.3374387E+01  0.89373E-01    4      212    -4    -5     T
       90  0.3463760E+01  0.89373E-01    3      215    -4    -5     T
       91  0.3571008E+01  0.10725E+00    3      218    -4    -5     T
       92  0.3714006E+01  0.14300E+00    5      223    -4    -5     T
       93  0.3857003E+01  0.14300E+00    7      230    -4    -5     T
       94  0.4000000E+01  0.14300E+00    4      234    -4    -5     T
       95  0.4001000E+01  0.10000E-02    2      236    -4    -5     T
       96  0.4002300E+01  0.13000E-02    2      238    -4    -5     T
       97  0.4003990E+01  0.16900E-02    2      240    -4    -5     T
       98  0.4006187E+01  0.21970E-02    2      242    -4    -5     T
       99  0.4009043E+01  0.28561E-02    2      244    -4    -5     T
      100  0.4012756E+01  0.37129E-02    2      246    -4    -5     T
      101  0.4017583E+01  0.48268E-02    2      248    -4    -5     T
      102  0.4023858E+01  0.62749E-02    2      250    -4    -5     T
      103  0.4032015E+01  0.81573E-02    2      252    -4    -5     T
      104  0.4042619E+01  0.10604E-01    2      254    -4    -5     T
      105  0.4056405E+01  0.13786E-01    2      256    -4    -5     T
      106  0.4074327E+01  0.17922E-01    2      258    -4    -5     T
      107  0.4097625E+01  0.23298E-01    2      260    -4    -5     T
      108  0.4127913E+01  0.30287E-01    2      262    -4    -5     T
      109  0.4167286E+01  0.39374E-01    2      264    -4    -5     T
      110  0.4218472E+01  0.51186E-01    2      266    -4    -5     T
      111  0.4285014E+01  0.66542E-01    2      268    -4    -5     T
      112  0.4374387E+01  0.89373E-01    2      270    -4    -5     T
      113  0.4478656E+01  0.10427E+00    2      272    -4    -5     T
      114  0.4608992E+01  0.13034E+00    2      274    -4    -5     T
      115  0.4804496E+01  0.19550E+00    4      278    -4    -5     T
      116  0.5000000E+01  0.19550E+00    2      280    -4    -5     T
      117  0.5250000E+01  0.25000E+00    3      283    -4    -5     T
      118  0.5625000E+01  0.37500E+00    5      288    -4    -5     T
      119  0.6000000E+01  0.37500E+00    4      292    -4    -5     T
      120  0.6001000E+01  0.10000E-02    2      294    -4    -5     T
      121  0.6002300E+01  0.13000E-02    2      296    -4    -5     T
      122  0.6003990E+01  0.16900E-02    2      298    -4    -5     T
      123  0.6006187E+01  0.21970E-02    2      300    -4    -5     T
      124  0.6009043E+01  0.28561E-02    2      302    -4    -5     T
      125  0.6012756E+01  0.37129E-02    2      304    -4    -5     T
      126  0.6017583E+01  0.48268E-02    2      306    -4    -5     T
      127  0.6023858E+01  0.62749E-02    2      308    -4    -5     T
      128  0.6032015E+01  0.81573E-02    2      310    -4    -5     T
      129  0.6042619E+01  0.10604E-01    2      312    -4    -5     T
      130  0.6056405E+01  0.13786E-01    2      314    -4    -5     T
      131  0.6074327E+01  0.17922E-01    2      316    -4    -5     T
      132  0.6097625E+01  0.23298E-01    2      318    -4    -5     T
      133  0.6127913E+01  0.30287E-01    2      320    -4    -5     T
      134  0.6167286E+01  0.39374E-01    2      322    -4    -5     T
      135  0.6218472E+01  0.51186E-01    2      324    -4    -5     T
      136  0.6285014E+01  0.66542E-01    2      326    -4    -5     T
      137  0.6374387E+01  0.89373E-01    2      328    -4    -5     T
      138  0.6478656E+01  0.10427E+00    2      330    -4    -5     T
      139  0.6608992E+01  0.13034E+00    2      332    -4    -5     T
      140  0.6804496E+01  0.19550E+00    2      334    -4    -5     T
      141  0.7000000E+01  0.19550E+00    2      336    -4    -5     T
      142  0.7001000E+01  0.10000E-02    2      338    -4    -5     T
      143  0.7002300E+01  0.13000E-02    2      340    -4    -5     T
      144  0.7003990E+01  0.16900E-02    2      342    -4    -5     T
      145  0.7006187E+01  0.21970E-02    2      344    -4    -5     T
      146  0.7009043E+01  0.28561E-02    2      346    -4    -5     T
      147  0.7012756E+01  0.37129E-02    2      348    -4    -5     T
      148  0.7017583E+01  0.48268E-02    2      350    -4    -5     T
      149  0.7023858E+01  0.62749E-02    2      352    -4    -5     T
      150  0.7032015E+01  0.81573E-02    2      354    -4    -5     T
      151  0.7042619E+01  0.10604E-01    2      356    -4    -5     T
      152  0.7056405E+01  0.13786E-01    2      358    -4    -5     T
      153  0.7074327E+01  0.17922E-01    2      360    -4    -5     T
      154  0.7097625E+01  0.23298E-01    2      362    -4    -5     T
      155  0.7127913E+01  0.30287E-01    2      364    -4    -5     T
      156  0.7167286E+01  0.39374E-01    2      366    -4    -5     T
      157  0.7218472E+01  0.51186E-01    2      368    -4    -5     T
      158  0.7285014E+01  0.66542E-01    2      370    -4    -5     T
      159  0.7374387E+01  0.89373E-01    2      372    -4    -5     T
      160  0.7478656E+01  0.10427E+00    2      374    -4    -5     T
      161  0.7608992E+01  0.13034E+00    2      376    -4    -5     T
      162  0.7804496E+01  0.19550E+00    2      378    -4    -5     T
      163  0.8000000E+01  0.19550E+00    2      380    -4    -5     T
      164  0.8250000E+01  0.25000E+00    2      382    -4    -5     T
      165  0.8625000E+01  0.37500E+00    2      384    -4    -5     T
      166  0.9000000E+01  0.37500E+00    2      386    -4    -5     T
      167  0.9500000E+01  0.50000E+00    2      388    -4    -5     T
      168  0.1000000E+02  0.50000E+00    2      390    -4    -5     T
      169  0.1050000E+02  0.50000E+00    2      392    -4    -5     T
      170  0.1100000E+02  0.50000E+00    2      394    -4    -5     T
      171  0.1100100E+02  0.10000E-02    2      396    -4    -5     T
      172  0.1100230E+02  0.13000E-02    2      398    -4    -5     T
      173  0.1100399E+02  0.16900E-02    2      400    -4    -5     T
      174  0.1100619E+02  0.21970E-02    2      402    -4    -5     T
      175  0.1100904E+02  0.28561E-02    2      404    -4    -5     T
      176  0.1101276E+02  0.37129E-02    2      406    -4    -5     T
      177  0.1101758E+02  0.48268E-02    2      408    -4    -5     T
      178  0.1102386E+02  0.62749E-02    2      410    -4    -5     T
      179  0.1103201E+02  0.81573E-02    2      412    -4    -5     T
      180  0.1104262E+02  0.10604E-01    2      414    -4    -5     T
      181  0.1105641E+02  0.13786E-01    2      416    -4    -5     T
      182  0.1107433E+02  0.17922E-01    2      418    -4    -5     T
      183  0.1109763E+02  0.23298E-01    2      420    -4    -5     T
      184  0.1112791E+02  0.30287E-01    2      422    -4    -5     T
      185  0.1116729E+02  0.39374E-01    2      424    -4    -5     T
      186  0.1121847E+02  0.51186E-01    2      426    -4    -5     T
      187  0.1128501E+02  0.66542E-01    2      428    -4    -5     T
      188  0.1137439E+02  0.89373E-01    2      430    -4    -5     T
      189  0.1147866E+02  0.10427E+00    2      432    -4    -5     T
      190  0.1160899E+02  0.13034E+00    2      434    -4    -5     T
      191  0.1180450E+02  0.19550E+00    2      436    -4    -5     T
      192  0.1200000E+02  0.19550E+00    2      438    -4    -5     T
      193  0.1225000E+02  0.25000E+00    2      440    -4    -5     T
      194  0.1262500E+02  0.37500E+00    2      442    -4    -5     T
      195  0.1300000E+02  0.37500E+00    2      444    -4    -5     T
      196  0.1350000E+02  0.50000E+00    2      446    -4    -5     T
      197  0.1400000E+02  0.50000E+00    2      448    -4    -5     T
      198  0.1450000E+02  0.50000E+00    2      450    -4    -5     T
      199  0.1500000E+02  0.50000E+00    2      452    -4    -5     T
      200  0.1500100E+02  0.10000E-02    2      454    -4    -5     T
      201  0.1500230E+02  0.13000E-02    2      456    -4    -5     T
      202  0.1500399E+02  0.16900E-02    2      458    -4    -5     T
      203  0.1500619E+02  0.21970E-02    2      460    -4    -5     T
      204  0.1500904E+02  0.28561E-02    2      462    -4    -5     T
      205  0.1501276E+02  0.37129E-02    2      464    -4    -5     T
      206  0.1501758E+02  0.48268E-02    2      466    -4    -5     T
      207  0.1502386E+02  0.62749E-02    2      468    -4    -5     T
      208  0.1503201E+02  0.81573E-02    2      470    -4    -5     T
      209  0.1504262E+02  0.10604E-01    2      472    -4    -5     T
      210  0.1505641E+02  0.13786E-01    2      474    -4    -5     T
      211  0.1507433E+02  0.17922E-01    2      476    -4    -5     T
      212  0.1509763E+02  0.23298E-01    4      480    -4    -5     T
      213  0.1512092E+02  0.23298E-01    2      482    -4    -5     T
      214  0.1515121E+02  0.30287E-01    2      484    -4    -5     T
      215  0.1519058E+02  0.39374E-01    4      488    -4    -5     T
      216  0.1522996E+02  0.39374E-01    2      490    -4    -5     T
      217  0.1528114E+02  0.51186E-01    2      492    -4    -5     T
      218  0.1534769E+02  0.66542E-01    7      499    -4    -5     T
      219  0.1539426E+02  0.46579E-01    4      503    -4    -5     T
      220  0.1544084E+02  0.46579E-01    2      505    -4    -5     T
      221  0.1550297E+02  0.62128E-01    3      508    -4    -5     T
      222  0.1558581E+02  0.82838E-01    5      513    -4    -5     T
      223  0.1566865E+02  0.82838E-01    3      516    -4    -5     T
      224  0.1577910E+02  0.11045E+00    3      519    -4    -5     T
      225  0.1588955E+02  0.11045E+00    6      525    -4    -5     T
      226  0.1600000E+02  0.11045E+00    7      532    -4    -5     T
      227  0.1600070E+02  0.70000E-03    2      534    -4    -5     T
      228  0.1600161E+02  0.91000E-03    2      536    -4    -5     T
      229  0.1600279E+02  0.11830E-02    2      538    -4    -5     T
      230  0.1600433E+02  0.15379E-02    2      540    -4    -5     T
      231  0.1600633E+02  0.19993E-02    2      542    -4    -5     T
      232  0.1600893E+02  0.25991E-02    2      544    -4    -5     T
      233  0.1601231E+02  0.33788E-02    2      546    -4    -5     T
      234  0.1601670E+02  0.43924E-02    2      548    -4    -5     T
      235  0.1602241E+02  0.57101E-02    2      550    -4    -5     T
      236  0.1602983E+02  0.74231E-02    2      552    -4    -5     T
      237  0.1603948E+02  0.96501E-02    2      554    -4    -5     T
      238  0.1605203E+02  0.12545E-01    2      556    -4    -5     T
      239  0.1606834E+02  0.16309E-01    2      558    -4    -5     T
      240  0.1608954E+02  0.21201E-01    2      560    -4    -5     T
      241  0.1611710E+02  0.27562E-01    2      562    -4    -5     T
      242  0.1615293E+02  0.35830E-01    2      564    -4    -5     T
      243  0.1619951E+02  0.46579E-01    2      566    -4    -5     T
      244  0.1626006E+02  0.60553E-01    2      568    -4    -5     T
      245  0.1634228E+02  0.82215E-01    2      570    -4    -5     T
      246  0.1645190E+02  0.10962E+00    2      572    -4    -5     T
      247  0.1658892E+02  0.13703E+00    3      575    -4    -5     T
      248  0.1679446E+02  0.20554E+00    4      579    -4    -5     T
      249  0.1700000E+02  0.20554E+00    3      582    -4    -5     T
      250  0.1700100E+02  0.10000E-02    2      584    -4    -5     T
      251  0.1700230E+02  0.13000E-02    2      586    -4    -5     T
      252  0.1700399E+02  0.16900E-02    2      588    -4    -5     T
      253  0.1700619E+02  0.21970E-02    2      590    -4    -5     T
      254  0.1700904E+02  0.28561E-02    2      592    -4    -5     T
      255  0.1701276E+02  0.37129E-02    2      594    -4    -5     T
      256  0.1701758E+02  0.48268E-02    2      596    -4    -5     T
      257  0.1702386E+02  0.62749E-02    2      598    -4    -5     T
      258  0.1703202E+02  0.81573E-02    2      600    -4    -5     T
      259  0.1704262E+02  0.10604E-01    2      602    -4    -5     T
      260  0.1705641E+02  0.13786E-01    2      604    -4    -5     T
      261  0.1707433E+02  0.17922E-01    2      606    -4    -5     T
      262  0.1709763E+02  0.23298E-01    2      608    -4    -5     T
      263  0.1712791E+02  0.30287E-01    2      610    -4    -5     T
      264  0.1716729E+02  0.39374E-01    2      612    -4    -5     T
      265  0.1721847E+02  0.51186E-01    2      614    -4    -5     T
      266  0.1728501E+02  0.66542E-01    3      617    -4    -5     T
      267  0.1737439E+02  0.89373E-01    4      621    -4    -5     T
      268  0.1746376E+02  0.89373E-01    2      623    -4    -5     T
      269  0.1757101E+02  0.10725E+00    3      626    -4    -5     T
      270  0.1771401E+02  0.14300E+00    4      630    -4    -5     T
      271  0.1785700E+02  0.14300E+00    4      634    -4    -5     T
      272  0.1800000E+02  0.14300E+00    2      636    -4    -5     T
      273  0.1800100E+02  0.10000E-02    2      638    -4    -5     T
      274  0.1800230E+02  0.13000E-02    2      640    -4    -5     T
      275  0.1800399E+02  0.16900E-02    2      642    -4    -5     T
      276  0.1800619E+02  0.21970E-02    2      644    -4    -5     T
      277  0.1800904E+02  0.28561E-02    2      646    -4    -5     T
      278  0.1801276E+02  0.37129E-02    2      648    -4    -5     T
      279  0.1801758E+02  0.48268E-02    2      650    -4    -5     T
      280  0.1802386E+02  0.62749E-02    2      652    -4    -5     T
      281  0.1803201E+02  0.81573E-02    2      654    -4    -5     T
      282  0.1804262E+02  0.10604E-01    2      656    -4    -5     T
      283  0.1805641E+02  0.13786E-01    2      658    -4    -5     T
      284  0.1807433E+02  0.17922E-01    2      660    -4    -5     T
      285  0.1809763E+02  0.23298E-01    2      662    -4    -5     T
      286  0.1812791E+02  0.30287E-01    2      664    -4    -5     T
      287  0.1816729E+02  0.39374E-01    2      666    -4    -5     T
      288  0.1821847E+02  0.51186E-01    2      668    -4    -5     T
      289  0.1828501E+02  0.66542E-01    2      670    -4    -5     T
      290  0.1837439E+02  0.89373E-01    2      672    -4    -5     T
      291  0.1847866E+02  0.10427E+00    2      674    -4    -5     T
      292  0.1860899E+02  0.13034E+00    2      676    -4    -5     T
      293  0.1880450E+02  0.19550E+00    2      678    -4    -5     T
      294  0.1900000E+02  0.19550E+00    2      680    -4    -5     T
      295  0.1925000E+02  0.25000E+00    2      682    -4    -5     T
      296  0.1962500E+02  0.37500E+00    4      686    -4    -5     T
      297  0.2000000E+02  0.37500E+00    4      690    -4    -5     T
      298  0.2033333E+02  0.33333E+00    4      694    -4    -5     T
      299  0.2066667E+02  0.33333E+00    3      697    -4    -5     T
      300  0.2100000E+02  0.33333E+00    3      700    -4    -5     T
      301  0.2150000E+02  0.50000E+00    4      704    -4    -5     T
      302  0.2200000E+02  0.50000E+00    5      709    -4    -5     T
      303  0.2200100E+02  0.10000E-02    2      711    -4    -5     T
      304  0.2200230E+02  0.13000E-02    2      713    -4    -5     T
      305  0.2200399E+02  0.16900E-02    2      715    -4    -5     T
      306  0.2200619E+02  0.21970E-02    2      717    -4    -5     T
      307  0.2200904E+02  0.28561E-02    2      719    -4    -5     T
      308  0.2201276E+02  0.37129E-02    2      721    -4    -5     T
      309  0.2201758E+02  0.48268E-02    2      723    -4    -5     T
      310  0.2202386E+02  0.62749E-02    2      725    -4    -5     T
      311  0.2203201E+02  0.81573E-02    2      727    -4    -5     T
      312  0.2204262E+02  0.10604E-01    2      729    -4    -5     T
      313  0.2205641E+02  0.13786E-01    2      731    -4    -5     T
      314  0.2207433E+02  0.17922E-01    2      733    -4    -5     T
      315  0.2209763E+02  0.23298E-01    2      735    -4    -5     T
      316  0.2212791E+02  0.30287E-01    2      737    -4    -5     T
      317  0.2216729E+02  0.39374E-01    2      739    -4    -5     T
      318  0.2221847E+02  0.51186E-01    2      741    -4    -5     T
      319  0.2228501E+02  0.66542E-01    2      743    -4    -5     T
      320  0.2237439E+02  0.89373E-01    2      745    -4    -5     T
      321  0.2247866E+02  0.10427E+00    2      747    -4    -5     T
      322  0.2260899E+02  0.13034E+00    2      749    -4    -5     T
      323  0.2280450E+02  0.19550E+00    2      751    -4    -5     T
      324  0.2300000E+02  0.19550E+00    2      753    -4    -5     T
      325  0.2325000E+02  0.25000E+00    3      756    -4    -5     T
      326  0.2362500E+02  0.37500E+00    2      758    -4    -5     T
      327  0.2400000E+02  0.37500E+00    2      760    -4    -5     T
      328  0.2400100E+02  0.10000E-02    2      762    -4    -5     T
      329  0.2400230E+02  0.13000E-02    2      764    -4    -5     T
      330  0.2400399E+02  0.16900E-02    2      766    -4    -5     T
      331  0.2400619E+02  0.21970E-02    2      768    -4    -5     T
      332  0.2400904E+02  0.28561E-02    2      770    -4    -5     T
      333  0.2401276E+02  0.37129E-02    2      772    -4    -5     T
      334  0.2401758E+02  0.48268E-02    2      774    -4    -5     T
      335  0.2402386E+02  0.62749E-02    2      776    -4    -5     T
      336  0.2403201E+02  0.81573E-02    2      778    -4    -5     T
      337  0.2404262E+02  0.10604E-01    2      780    -4    -5     T
      338  0.2405641E+02  0.13786E-01    2      782    -4    -5     T
      339  0.2407433E+02  0.17922E-01    2      784    -4    -5     T
      340  0.2409763E+02  0.23298E-01    2      786    -4    -5     T
      341  0.2412791E+02  0.30287E-01    2      788    -4    -5     T
      342  0.2416729E+02  0.39374E-01    2      790    -4    -5     T
      343  0.2421847E+02  0.51186E-01    2      792    -4    -5     T
      344  0.2428501E+02  0.66542E-01    2      794    -4    -5     T
      345  0.2437439E+02  0.89373E-01    2      796    -4    -5     T
      346  0.2447866E+02  0.10427E+00    2      798    -4    -5     T
      347  0.2460899E+02  0.13034E+00    2      800    -4    -5     T
      348  0.2480450E+02  0.19550E+00    4      804    -4    -5     T
      349  0.2500000E+02  0.19550E+00    4      808    -4    -5     T
      350  0.2500100E+02  0.10000E-02    2      810    -4    -5     T
      351  0.2500230E+02  0.13000E-02    2      812    -4    -5     T
      352  0.2500399E+02  0.16900E-02    2      814    -4    -5     T
      353  0.2500619E+02  0.21970E-02    2      816    -4    -5     T
      354  0.2500904E+02  0.28561E-02    2      818    -4    -5     T
      355  0.2501276E+02  0.37129E-02    2      820    -4    -5     T
      356  0.2501758E+02  0.48268E-02    2      822    -4    -5     T
      357  0.2502386E+02  0.62749E-02    2      824    -4    -5     T
      358  0.2503201E+02  0.81573E-02    2      826    -4    -5     T
      359  0.2504262E+02  0.10604E-01    2      828    -4    -5     T
      360  0.2505641E+02  0.13786E-01    2      830    -4    -5     T
      361  0.2507433E+02  0.17922E-01    2      832    -4    -5     T
      362  0.2509763E+02  0.23298E-01    2      834    -4    -5     T
      363  0.2512791E+02  0.30287E-01    2      836    -4    -5     T
      364  0.2516729E+02  0.39374E-01    2      838    -4    -5     T
      365  0.2521847E+02  0.51186E-01    2      840    -4    -5     T
      366  0.2528501E+02  0.66542E-01    2      842    -4    -5     T
      367  0.2537439E+02  0.89373E-01    2      844    -4    -5     T
      368  0.2547866E+02  0.10427E+00    2      846    -4    -5     T
      369  0.2560899E+02  0.13034E+00    2      848    -4    -5     T
      370  0.2580450E+02  0.19550E+00    2      850    -4    -5     T
      371  0.2600000E+02  0.19550E+00    2      852    -4    -5     T
      372  0.2625000E+02  0.25000E+00    4      856    -4    -5     T
      373  0.2650000E+02  0.25000E+00    2      858    -4    -5     T
      374  0.2675000E+02  0.25000E+00    2      860    -4    -5     T
      375  0.2700000E+02  0.25000E+00    2      862    -4    -5     T
      376  0.2700100E+02  0.10000E-02    2      864    -4    -5     T
      377  0.2700230E+02  0.13000E-02    2      866    -4    -5     T
      378  0.2700399E+02  0.16900E-02    2      868    -4    -5     T
      379  0.2700619E+02  0.21970E-02    2      870    -4    -5     T
      380  0.2700904E+02  0.28561E-02    2      872    -4    -5     T
      381  0.2701276E+02  0.37129E-02    2      874    -4    -5     T
      382  0.2701758E+02  0.48268E-02    2      876    -4    -5     T
      383  0.2702386E+02  0.62749E-02    2      878    -4    -5     T
      384  0.2703201E+02  0.81573E-02    2      880    -4    -5     T
      385  0.2704262E+02  0.10604E-01    2      882    -4    -5     T
      386  0.2705641E+02  0.13786E-01    2      884    -4    -5     T
      387  0.2707433E+02  0.17922E-01    2      886    -4    -5     T
      388  0.2709763E+02  0.23298E-01    2      888    -4    -5     T
      389  0.2712791E+02  0.30287E-01    2      890    -4    -5     T
      390  0.2716729E+02  0.39374E-01    2      892    -4    -5     T
      391  0.2721847E+02  0.51186E-01    2      894    -4    -5     T
      392  0.2728501E+02  0.66542E-01    2      896    -4    -5     T
      393  0.2737439E+02  0.89373E-01    2      898    -4    -5     T
      394  0.2747866E+02  0.10427E+00    2      900    -4    -5     T
      395  0.2760899E+02  0.13034E+00    2      902    -4    -5     T
      396  0.2780450E+02  0.19550E+00    2      904    -4    -5     T
      397  0.2800000E+02  0.19550E+00    2      906    -4    -5     T
      398  0.2800100E+02  0.10000E-02    2      908    -4    -5     T
      399  0.2800230E+02  0.13000E-02    2      910    -4    -5     T
      400  0.2800399E+02  0.16900E-02    2      912    -4    -5     T
      401  0.2800619E+02  0.21970E-02    2      914    -4    -5     T
      402  0.2800904E+02  0.28561E-02    2      916    -4    -5     T
      403  0.2801276E+02  0.37129E-02    2      918    -4    -5     T
      404  0.2801758E+02  0.48268E-02    2      920    -4    -5     T
      405  0.2802386E+02  0.62749E-02    2      922    -4    -5     T
      406  0.2803201E+02  0.81573E-02    2      924    -4    -5     T
      407  0.2804262E+02  0.10604E-01    2      926    -4    -5     T
      408  0.2805641E+02  0.13786E-01    2      928    -4    -5     T
      409  0.2807433E+02  0.17922E-01    2      930    -4    -5     T
      410  0.2809763E+02  0.23298E-01    2      932    -4    -5     T
      411  0.2812791E+02  0.30287E-01    2      934    -4    -5     T
      412  0.2816729E+02  0.39374E-01    2      936    -4    -5     T
      413  0.2821847E+02  0.51186E-01    2      938    -4    -5     T
      414  0.2828501E+02  0.66542E-01    2      940    -4    -5     T
      415  0.2837439E+02  0.89373E-01    2      942    -4    -5     T
      416  0.2847866E+02  0.10427E+00    3      945    -4    -5     T
      417  0.2860899E+02  0.13034E+00    3      948    -4    -5     T
      418  0.2880450E+02  0.19550E+00    3      951    -4    -5     T
      419  0.2900000E+02  0.19550E+00    2      953    -4    -5     T
      420  0.2925000E+02  0.25000E+00    4      957    -4    -5     T
      421  0.2950000E+02  0.25000E+00    2      959    -4    -5     T
      422  0.2975000E+02  0.25000E+00    2      961    -4    -5     T
      423  0.3000000E+02  0.25000E+00    2      963    -4    -5     T
      424  0.3000100E+02  0.10000E-02    2      965    -4    -5     T
      425  0.3000230E+02  0.13000E-02    2      967    -4    -5     T
      426  0.3000399E+02  0.16900E-02    2      969    -4    -5     T
      427  0.3000619E+02  0.21970E-02    2      971    -4    -5     T
      428  0.3000904E+02  0.28561E-02    2      973    -4    -5     T
      429  0.3001276E+02  0.37129E-02    2      975    -4    -5     T
      430  0.3001758E+02  0.48268E-02    2      977    -4    -5     T
      431  0.3002386E+02  0.62749E-02    2      979    -4    -5     T
      432  0.3003202E+02  0.81573E-02    2      981    -4    -5     T
      433  0.3004262E+02  0.10604E-01    2      983    -4    -5     T
