 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  27. 1.2022    Time:  16:13:57
 Units: L = cm   , T = days , M = mmol 


    TLevel      Time          dt      Iter    ItCum  KodT  KodB  Convergency
      673  0.6401758E+02  0.48268E-02    2     1498    -4    -5     T
      674  0.6402386E+02  0.62749E-02    2     1500    -4    -5     T
      675  0.6403201E+02  0.81573E-02    2     1502    -4    -5     T
      676  0.6404262E+02  0.10604E-01    2     1504    -4    -5     T
      677  0.6405641E+02  0.13786E-01    2     1506    -4    -5     T
      678  0.6407433E+02  0.17922E-01    2     1508    -4    -5     T
      679  0.6409763E+02  0.23298E-01    2     1510    -4    -5     T
      680  0.6412791E+02  0.30287E-01    2     1512    -4    -5     T
      681  0.6416729E+02  0.39374E-01    2     1514    -4    -5     T
      682  0.6421847E+02  0.51186E-01    2     1516    -4    -5     T
      683  0.6428501E+02  0.66542E-01    2     1518    -4    -5     T
      684  0.6437439E+02  0.89373E-01    2     1520    -4    -5     T
      685  0.6447866E+02  0.10427E+00    2     1522    -4    -5     T
      686  0.6460899E+02  0.13034E+00    2     1524    -4    -5     T
      687  0.6480450E+02  0.19550E+00    3     1527    -4    -5     T
      688  0.6500000E+02  0.19550E+00    2     1529    -4    -5     T
      689  0.6500100E+02  0.10000E-02    2     1531    -4    -5     T
      690  0.6500230E+02  0.13000E-02    2     1533    -4    -5     T
      691  0.6500399E+02  0.16900E-02    2     1535    -4    -5     T
      692  0.6500619E+02  0.21970E-02    2     1537    -4    -5     T
      693  0.6500904E+02  0.28561E-02    2     1539    -4    -5     T
      694  0.6501276E+02  0.37129E-02    2     1541    -4    -5     T
      695  0.6501758E+02  0.48268E-02    2     1543    -4    -5     T
      696  0.6502386E+02  0.62749E-02    2     1545    -4    -5     T
      697  0.6503201E+02  0.81573E-02    2     1547    -4    -5     T
      698  0.6504262E+02  0.10604E-01    2     1549    -4    -5     T
      699  0.6505641E+02  0.13786E-01    2     1551    -4    -5     T
      700  0.6507433E+02  0.17922E-01    2     1553    -4    -5     T
      701  0.6509763E+02  0.23298E-01    2     1555    -4    -5     T
      702  0.6512791E+02  0.30287E-01    4     1559    -4    -5     T
      703  0.6515820E+02  0.30287E-01    2     1561    -4    -5     T
      704  0.6519757E+02  0.39374E-01    2     1563    -4    -5     T
      705  0.6524876E+02  0.51186E-01    3     1566    -4    -5     T
      706  0.6531530E+02  0.66542E-01    4     1570    -4    -5     T
      707  0.6538377E+02  0.68470E-01    3     1573    -4    -5     T
      708  0.6547180E+02  0.88033E-01    3     1576    -4    -5     T
      709  0.6557744E+02  0.10564E+00    7     1583    -4    -5     T
      710  0.6566195E+02  0.84511E-01    7     1590    -4    -5     T
      711  0.6571830E+02  0.56341E-01    2     1592    -4    -5     T
      712  0.6578872E+02  0.70426E-01    2     1594    -4    -5     T
      713  0.6589436E+02  0.10564E+00    6     1600    -4    -5     T
      714  0.6600000E+02  0.10564E+00    3     1603    -4    -5     T
      715  0.6600100E+02  0.10000E-02    2     1605    -4    -5     T
      716  0.6600230E+02  0.13000E-02    2     1607    -4    -5     T
      717  0.6600399E+02  0.16900E-02    2     1609    -4    -5     T
      718  0.6600619E+02  0.21970E-02    2     1611    -4    -5     T
      719  0.6600904E+02  0.28561E-02    2     1613    -4    -5     T
      720  0.6601276E+02  0.37129E-02    2     1615    -4    -5     T
      721  0.6601758E+02  0.48268E-02    2     1617    -4    -5     T
      722  0.6602386E+02  0.62749E-02    2     1619    -4    -5     T
      723  0.6603201E+02  0.81573E-02    2     1621    -4    -5     T
      724  0.6604262E+02  0.10604E-01    2     1623    -4    -5     T
      725  0.6605641E+02  0.13786E-01    2     1625    -4    -5     T
      726  0.6607433E+02  0.17922E-01    2     1627    -4    -5     T
      727  0.6609763E+02  0.23298E-01    2     1629    -4    -5     T
      728  0.6612791E+02  0.30287E-01    2     1631    -4    -5     T
      729  0.6616729E+02  0.39374E-01    2     1633    -4    -5     T
      730  0.6621847E+02  0.51186E-01    2     1635    -4    -5     T
      731  0.6628501E+02  0.66542E-01    2     1637    -4    -5     T
      732  0.6637439E+02  0.89373E-01    2     1639    -4    -5     T
      733  0.6647866E+02  0.10427E+00    2     1641    -4    -5     T
      734  0.6660899E+02  0.13034E+00    3     1644    -4    -5     T
      735  0.6680450E+02  0.19550E+00    4     1648    -4    -5     T
      736  0.6700000E+02  0.19550E+00    2     1650    -4    -5     T
      737  0.6700100E+02  0.10000E-02    2     1652    -4    -5     T
      738  0.6700230E+02  0.13000E-02    2     1654    -4    -5     T
      739  0.6700399E+02  0.16900E-02    2     1656    -4    -5     T
      740  0.6700619E+02  0.21970E-02    2     1658    -4    -5     T
      741  0.6700904E+02  0.28561E-02    2     1660    -4    -5     T
      742  0.6701276E+02  0.37129E-02    2     1662    -4    -5     T
      743  0.6701758E+02  0.48268E-02    2     1664    -4    -5     T
      744  0.6702386E+02  0.62749E-02    2     1666    -4    -5     T
      745  0.6703202E+02  0.81573E-02    2     1668    -4    -5     T
      746  0.6704262E+02  0.10604E-01    2     1670    -4    -5     T
      747  0.6705641E+02  0.13786E-01    2     1672    -4    -5     T
      748  0.6707433E+02  0.17922E-01    2     1674    -4    -5     T
      749  0.6709763E+02  0.23298E-01    2     1676    -4    -5     T
      750  0.6712791E+02  0.30287E-01    2     1678    -4    -5     T
      751  0.6716729E+02  0.39374E-01    2     1680    -4    -5     T
      752  0.6721847E+02  0.51186E-01    2     1682    -4    -5     T
      753  0.6728501E+02  0.66542E-01    2     1684    -4    -5     T
      754  0.6737439E+02  0.89373E-01    2     1686    -4    -5     T
      755  0.6747866E+02  0.10427E+00    2     1688    -4    -5     T
      756  0.6760899E+02  0.13034E+00    2     1690    -4    -5     T
      757  0.6780450E+02  0.19550E+00    3     1693    -4    -5     T
      758  0.6800000E+02  0.19550E+00    3     1696    -4    -5     T
      759  0.6800100E+02  0.10000E-02    2     1698    -4    -5     T
      760  0.6800230E+02  0.13000E-02    2     1700    -4    -5     T
      761  0.6800399E+02  0.16900E-02    2     1702    -4    -5     T
      762  0.6800619E+02  0.21970E-02    2     1704    -4    -5     T
      763  0.6800904E+02  0.28561E-02    2     1706    -4    -5     T
      764  0.6801276E+02  0.37129E-02    2     1708    -4    -5     T
      765  0.6801758E+02  0.48268E-02    2     1710    -4    -5     T
      766  0.6802386E+02  0.62749E-02    2     1712    -4    -5     T
      767  0.6803201E+02  0.81573E-02    2     1714    -4    -5     T
      768  0.6804262E+02  0.10604E-01    2     1716    -4    -5     T
      769  0.6805641E+02  0.13786E-01    2     1718    -4    -5     T
      770  0.6807433E+02  0.17922E-01    2     1720    -4    -5     T
      771  0.6809763E+02  0.23298E-01    2     1722    -4    -5     T
      772  0.6812791E+02  0.30287E-01    2     1724    -4    -5     T
      773  0.6816729E+02  0.39374E-01    2     1726    -4    -5     T
      774  0.6821847E+02  0.51186E-01    2     1728    -4    -5     T
      775  0.6828501E+02  0.66542E-01    2     1730    -4    -5     T
      776  0.6837439E+02  0.89373E-01    2     1732    -4    -5     T
      777  0.6847866E+02  0.10427E+00    2     1734    -4    -5     T
      778  0.6860899E+02  0.13034E+00    2     1736    -4    -5     T
      779  0.6880450E+02  0.19550E+00    2     1738    -4    -5     T
      780  0.6900000E+02  0.19550E+00    2     1740    -4    -5     T
      781  0.6925000E+02  0.25000E+00    2     1742    -4    -5     T
      782  0.6962500E+02  0.37500E+00    2     1744    -4    -5     T
      783  0.7000000E+02  0.37500E+00    2     1746    -4    -5     T
      784  0.7000100E+02  0.10000E-02    2     1748    -4    -5     T
      785  0.7000230E+02  0.13000E-02    2     1750    -4    -5     T
      786  0.7000399E+02  0.16900E-02    2     1752    -4    -5     T
      787  0.7000619E+02  0.21970E-02    2     1754    -4    -5     T
      788  0.7000904E+02  0.28561E-02    2     1756    -4    -5     T
      789  0.7001276E+02  0.37129E-02    2     1758    -4    -5     T
      790  0.7001758E+02  0.48268E-02    2     1760    -4    -5     T
      791  0.7002386E+02  0.62749E-02    2     1762    -4    -5     T
      792  0.7003201E+02  0.81573E-02    2     1764    -4    -5     T
      793  0.7004262E+02  0.10604E-01    2     1766    -4    -5     T
      794  0.7005641E+02  0.13786E-01    2     1768    -4    -5     T
      795  0.7007433E+02  0.17922E-01    2     1770    -4    -5     T
      796  0.7009763E+02  0.23298E-01    2     1772    -4    -5     T
      797  0.7012791E+02  0.30287E-01    2     1774    -4    -5     T
      798  0.7016729E+02  0.39374E-01    2     1776    -4    -5     T
      799  0.7021847E+02  0.51186E-01    3     1779    -4    -5     T
      800  0.7028501E+02  0.66542E-01    2     1781    -4    -5     T
      801  0.7037439E+02  0.89373E-01    2     1783    -4    -5     T
      802  0.7047866E+02  0.10427E+00    2     1785    -4    -5     T
      803  0.7060899E+02  0.13034E+00    2     1787    -4    -5     T
      804  0.7080450E+02  0.19550E+00    5     1792    -4    -5     T
      805  0.7100000E+02  0.19550E+00    7     1799    -4    -5     T
      806  0.7112500E+02  0.12500E+00    3     1802    -4    -5     T
      807  0.7130000E+02  0.17500E+00    2     1804    -4    -5     T
      808  0.7153333E+02  0.23333E+00    6     1810    -4    -5     T
      809  0.7176667E+02  0.23333E+00    7     1817    -4    -5     T
      810  0.7200000E+02  0.23333E+00    4     1821    -4    -5     T
      811  0.7200100E+02  0.10000E-02    2     1823    -4    -5     T
      812  0.7200230E+02  0.13000E-02    2     1825    -4    -5     T
      813  0.7200399E+02  0.16900E-02    2     1827    -4    -5     T
      814  0.7200619E+02  0.21970E-02    2     1829    -4    -5     T
      815  0.7200904E+02  0.28561E-02    2     1831    -4    -5     T
      816  0.7201276E+02  0.37129E-02    2     1833    -4    -5     T
      817  0.7201758E+02  0.48268E-02    2     1835    -4    -5     T
      818  0.7202386E+02  0.62749E-02    2     1837    -4    -5     T
      819  0.7203201E+02  0.81573E-02    2     1839    -4    -5     T
      820  0.7204262E+02  0.10604E-01    2     1841    -4    -5     T
      821  0.7205641E+02  0.13786E-01    2     1843    -4    -5     T
      822  0.7207433E+02  0.17922E-01    2     1845    -4    -5     T
      823  0.7209763E+02  0.23298E-01    2     1847    -4    -5     T
      824  0.7212791E+02  0.30287E-01    2     1849    -4    -5     T
      825  0.7216729E+02  0.39374E-01    2     1851    -4    -5     T
      826  0.7221847E+02  0.51186E-01    2     1853    -4    -5     T
      827  0.7228501E+02  0.66542E-01    2     1855    -4    -5     T
      828  0.7237439E+02  0.89373E-01    2     1857    -4    -5     T
      829  0.7247866E+02  0.10427E+00    2     1859    -4    -5     T
      830  0.7260899E+02  0.13034E+00    2     1861    -4    -5     T
      831  0.7280450E+02  0.19550E+00    2     1863    -4    -5     T
      832  0.7300000E+02  0.19550E+00    2     1865    -4    -5     T
      833  0.7300100E+02  0.10000E-02    2     1867    -4    -5     T
      834  0.7300230E+02  0.13000E-02    2     1869    -4    -5     T
      835  0.7300399E+02  0.16900E-02    2     1871    -4    -5     T
      836  0.7300619E+02  0.21970E-02    2     1873    -4    -5     T
      837  0.7300904E+02  0.28561E-02    2     1875    -4    -5     T
      838  0.7301276E+02  0.37129E-02    2     1877    -4    -5     T
      839  0.7301758E+02  0.48268E-02    2     1879    -4    -5     T
      840  0.7302386E+02  0.62749E-02    2     1881    -4    -5     T
      841  0.7303201E+02  0.81573E-02    2     1883    -4    -5     T
      842  0.7304262E+02  0.10604E-01    2     1885    -4    -5     T
      843  0.7305641E+02  0.13786E-01    2     1887    -4    -5     T
      844  0.7307433E+02  0.17922E-01    2     1889    -4    -5     T
      845  0.7309763E+02  0.23298E-01    2     1891    -4    -5     T
      846  0.7312791E+02  0.30287E-01    2     1893    -4    -5     T
      847  0.7316729E+02  0.39374E-01    2     1895    -4    -5     T
      848  0.7321847E+02  0.51186E-01    2     1897    -4    -5     T
      849  0.7328501E+02  0.66542E-01    2     1899    -4    -5     T
      850  0.7337439E+02  0.89373E-01    2     1901    -4    -5     T
      851  0.7347866E+02  0.10427E+00    2     1903    -4    -5     T
      852  0.7360899E+02  0.13034E+00    2     1905    -4    -5     T
      853  0.7380450E+02  0.19550E+00    2     1907    -4    -5     T
      854  0.7400000E+02  0.19550E+00    2     1909    -4    -5     T
      855  0.7425000E+02  0.25000E+00    2     1911    -4    -5     T
      856  0.7462500E+02  0.37500E+00    6     1917    -4    -5     T
      857  0.7500000E+02  0.37500E+00    4     1921    -4    -5     T
      858  0.7500100E+02  0.10000E-02    2     1923    -4    -5     T
      859  0.7500230E+02  0.13000E-02    2     1925    -4    -5     T
      860  0.7500399E+02  0.16900E-02    2     1927    -4    -5     T
      861  0.7500619E+02  0.21970E-02    2     1929    -4    -5     T
      862  0.7500904E+02  0.28561E-02    2     1931    -4    -5     T
      863  0.7501276E+02  0.37129E-02    2     1933    -4    -5     T
      864  0.7501758E+02  0.48268E-02    2     1935    -4    -5     T
      865  0.7502386E+02  0.62749E-02    2     1937    -4    -5     T
      866  0.7503201E+02  0.81573E-02    2     1939    -4    -5     T
      867  0.7504262E+02  0.10604E-01    2     1941    -4    -5     T
      868  0.7505641E+02  0.13786E-01    2     1943    -4    -5     T
      869  0.7507433E+02  0.17922E-01    2     1945    -4    -5     T
      870  0.7509763E+02  0.23298E-01    2     1947    -4    -5     T
      871  0.7512791E+02  0.30287E-01    2     1949    -4    -5     T
      872  0.7516729E+02  0.39374E-01    2     1951    -4    -5     T
      873  0.7521847E+02  0.51186E-01    2     1953    -4    -5     T
      874  0.7528501E+02  0.66542E-01    2     1955    -4    -5     T
      875  0.7537439E+02  0.89373E-01    2     1957    -4    -5     T
      876  0.7547866E+02  0.10427E+00    2     1959    -4    -5     T
      877  0.7560899E+02  0.13034E+00    2     1961    -4    -5     T
      878  0.7580450E+02  0.19550E+00    2     1963    -4    -5     T
      879  0.7600000E+02  0.19550E+00    2     1965    -4    -5     T
      880  0.7625000E+02  0.25000E+00    2     1967    -4    -5     T
      881  0.7662500E+02  0.37500E+00    3     1970    -4    -5     T
      882  0.7700000E+02  0.37500E+00    4     1974    -4    -5     T
      883  0.7733333E+02  0.33333E+00    2     1976    -4    -5     T
      884  0.7766667E+02  0.33333E+00    2     1978    -4    -5     T
      885  0.7800000E+02  0.33333E+00    2     1980    -4    -5     T
      886  0.7800100E+02  0.10000E-02    2     1982    -4    -5     T
      887  0.7800230E+02  0.13000E-02    2     1984    -4    -5     T
      888  0.7800399E+02  0.16900E-02    2     1986    -4    -5     T
      889  0.7800619E+02  0.21970E-02    2     1988    -4    -5     T
      890  0.7800904E+02  0.28561E-02    2     1990    -4    -5     T
      891  0.7801276E+02  0.37129E-02    2     1992    -4    -5     T
      892  0.7801758E+02  0.48268E-02    2     1994    -4    -5     T
      893  0.7802386E+02  0.62749E-02    2     1996    -4    -5     T
      894  0.7803201E+02  0.81573E-02    2     1998    -4    -5     T
      895  0.7804262E+02  0.10604E-01    2     2000    -4    -5     T
      896  0.7805641E+02  0.13786E-01    2     2002    -4    -5     T
      897  0.7807433E+02  0.17922E-01    2     2004    -4    -5     T
      898  0.7809763E+02  0.23298E-01    2     2006    -4    -5     T
      899  0.7812791E+02  0.30287E-01    2     2008    -4    -5     T
      900  0.7816729E+02  0.39374E-01    2     2010    -4    -5     T
      901  0.7821847E+02  0.51186E-01    2     2012    -4    -5     T
      902  0.7828501E+02  0.66542E-01    2     2014    -4    -5     T
      903  0.7837439E+02  0.89373E-01    2     2016    -4    -5     T
      904  0.7847866E+02  0.10427E+00    2     2018    -4    -5     T
      905  0.7860899E+02  0.13034E+00    2     2020    -4    -5     T
      906  0.7880450E+02  0.19550E+00    3     2023    -4    -5     T
      907  0.7900000E+02  0.19550E+00    4     2027    -4    -5     T
      908  0.7900100E+02  0.10000E-02    2     2029    -4    -5     T
      909  0.7900230E+02  0.13000E-02    2     2031    -4    -5     T
      910  0.7900399E+02  0.16900E-02    2     2033    -4    -5     T
      911  0.7900619E+02  0.21970E-02    2     2035    -4    -5     T
      912  0.7900904E+02  0.28561E-02    2     2037    -4    -5     T
      913  0.7901276E+02  0.37129E-02    2     2039    -4    -5     T
      914  0.7901758E+02  0.48268E-02    2     2041    -4    -5     T
      915  0.7902386E+02  0.62749E-02    2     2043    -4    -5     T
      916  0.7903202E+02  0.81573E-02    2     2045    -4    -5     T
      917  0.7904262E+02  0.10604E-01    2     2047    -4    -5     T
      918  0.7905641E+02  0.13786E-01    2     2049    -4    -5     T
      919  0.7907433E+02  0.17922E-01    2     2051    -4    -5     T
      920  0.7909763E+02  0.23298E-01    2     2053    -4    -5     T
      921  0.7912791E+02  0.30287E-01    2     2055    -4    -5     T
      922  0.7916729E+02  0.39374E-01    2     2057    -4    -5     T
      923  0.7921847E+02  0.51186E-01    2     2059    -4    -5     T
      924  0.7928501E+02  0.66542E-01    2     2061    -4    -5     T
      925  0.7937439E+02  0.89373E-01    2     2063    -4    -5     T
      926  0.7947866E+02  0.10427E+00    2     2065    -4    -5     T
      927  0.7960899E+02  0.13034E+00    2     2067    -4    -5     T
      928  0.7980450E+02  0.19550E+00    2     2069    -4    -5     T
      929  0.8000000E+02  0.19550E+00    2     2071    -4    -5     T
      930  0.8000100E+02  0.10000E-02    2     2073    -4    -5     T
      931  0.8000230E+02  0.13000E-02    2     2075    -4    -5     T
      932  0.8000399E+02  0.16900E-02    2     2077    -4    -5     T
      933  0.8000619E+02  0.21970E-02    2     2079    -4    -5     T
      934  0.8000904E+02  0.28561E-02    2     2081    -4    -5     T
      935  0.8001276E+02  0.37129E-02    2     2083    -4    -5     T
      936  0.8001758E+02  0.48268E-02    2     2085    -4    -5     T
      937  0.8002386E+02  0.62749E-02    2     2087    -4    -5     T
      938  0.8003201E+02  0.81573E-02    2     2089    -4    -5     T
      939  0.8004262E+02  0.10604E-01    2     2091    -4    -5     T
      940  0.8005641E+02  0.13786E-01    2     2093    -4    -5     T
      941  0.8007433E+02  0.17922E-01    2     2095    -4    -5     T
      942  0.8009763E+02  0.23298E-01    2     2097    -4    -5     T
      943  0.8012791E+02  0.30287E-01    2     2099    -4    -5     T
      944  0.8016729E+02  0.39374E-01    2     2101    -4    -5     T
      945  0.8021847E+02  0.51186E-01    2     2103    -4    -5     T
      946  0.8028501E+02  0.66542E-01    2     2105    -4    -5     T
      947  0.8037439E+02  0.89373E-01    2     2107    -4    -5     T
      948  0.8047866E+02  0.10427E+00    3     2110    -4    -5     T
      949  0.8060899E+02  0.13034E+00    3     2113    -4    -5     T
      950  0.8080450E+02  0.19550E+00    3     2116    -4    -5     T
      951  0.8100000E+02  0.19550E+00    2     2118    -4    -5     T
      952  0.8100100E+02  0.10000E-02    2     2120    -4    -5     T
      953  0.8100230E+02  0.13000E-02    2     2122    -4    -5     T
      954  0.8100399E+02  0.16900E-02    2     2124    -4    -5     T
      955  0.8100619E+02  0.21970E-02    2     2126    -4    -5     T
      956  0.8100904E+02  0.28561E-02    2     2128    -4    -5     T
      957  0.8101276E+02  0.37129E-02    2     2130    -4    -5     T
      958  0.8101758E+02  0.48268E-02    2     2132    -4    -5     T
      959  0.8102386E+02  0.62749E-02    2     2134    -4    -5     T
      960  0.8103201E+02  0.81573E-02    2     2136    -4    -5     T
      961  0.8104262E+02  0.10604E-01    2     2138    -4    -5     T
      962  0.8105641E+02  0.13786E-01    2     2140    -4    -5     T
      963  0.8107433E+02  0.17922E-01    2     2142    -4    -5     T
      964  0.8109763E+02  0.23298E-01    2     2144    -4    -5     T
      965  0.8112791E+02  0.30287E-01    2     2146    -4    -5     T
      966  0.8116729E+02  0.39374E-01    2     2148    -4    -5     T
      967  0.8121847E+02  0.51186E-01    2     2150    -4    -5     T
      968  0.8128501E+02  0.66542E-01    2     2152    -4    -5     T
      969  0.8137439E+02  0.89373E-01    2     2154    -4    -5     T
      970  0.8147866E+02  0.10427E+00    2     2156    -4    -5     T
      971  0.8160899E+02  0.13034E+00    2     2158    -4    -5     T
      972  0.8180450E+02  0.19550E+00    2     2160    -4    -5     T
      973  0.8200000E+02  0.19550E+00    2     2162    -4    -5     T
      974  0.8225000E+02  0.25000E+00    4     2166    -4    -5     T
      975  0.8250000E+02  0.25000E+00    2     2168    -4    -5     T
      976  0.8275000E+02  0.25000E+00    2     2170    -4    -5     T
      977  0.8300000E+02  0.25000E+00    2     2172    -4    -5     T
      978  0.8350000E+02  0.50000E+00    2     2174    -4    -5     T
      979  0.8400000E+02  0.50000E+00    2     2176    -4    -5     T
      980  0.8450000E+02  0.50000E+00    2     2178    -4    -5     T
      981  0.8500000E+02  0.50000E+00    2     2180    -4    -5     T
      982  0.8600000E+02  0.10000E+01    2     2182    -4    -5     T
      983  0.8600100E+02  0.10000E-02    2     2184    -4    -5     T
      984  0.8600230E+02  0.13000E-02    2     2186    -4    -5     T
      985  0.8600399E+02  0.16900E-02    2     2188    -4    -5     T
      986  0.8600619E+02  0.21970E-02    2     2190    -4    -5     T
      987  0.8600904E+02  0.28561E-02    2     2192    -4    -5     T
      988  0.8601276E+02  0.37129E-02    2     2194    -4    -5     T
      989  0.8601758E+02  0.48268E-02    2     2196    -4    -5     T
      990  0.8602386E+02  0.62749E-02    2     2198    -4    -5     T
      991  0.8603201E+02  0.81573E-02    2     2200    -4    -5     T
      992  0.8604262E+02  0.10604E-01    2     2202    -4    -5     T
      993  0.8605641E+02  0.13786E-01    2     2204    -4    -5     T
      994  0.8607433E+02  0.17922E-01    2     2206    -4    -5     T
      995  0.8609763E+02  0.23298E-01    2     2208    -4    -5     T
      996  0.8612791E+02  0.30287E-01    2     2210    -4    -5     T
      997  0.8616729E+02  0.39374E-01    2     2212    -4    -5     T
      998  0.8621847E+02  0.51186E-01    2     2214    -4    -5     T
      999  0.8628501E+02  0.66542E-01    4     2218    -4    -5     T
     1000  0.8635156E+02  0.66542E-01    2     2220    -4    -5     T
     1001  0.8644419E+02  0.92635E-01    2     2222    -4    -5     T
     1002  0.8655535E+02  0.11116E+00    2     2224    -4    -5     T
     1003  0.8660476E+02  0.49405E-01    3     2237    -4    -5     T
     1004  0.8667063E+02  0.65874E-01    2     2239    -4    -5     T
     1005  0.8675297E+02  0.82342E-01    4     2243    -4    -5     T
     1006  0.8683532E+02  0.82342E-01    4     2247    -4    -5     T
     1007  0.8691766E+02  0.82342E-01    3     2250    -4    -5     T
     1008  0.8700000E+02  0.82342E-01    2     2252    -4    -5     T
     1009  0.8700100E+02  0.10000E-02    2     2254    -4    -5     T
     1010  0.8700230E+02  0.13000E-02    2     2256    -4    -5     T
     1011  0.8700399E+02  0.16900E-02    2     2258    -4    -5     T
     1012  0.8700619E+02  0.21970E-02    2     2260    -4    -5     T
     1013  0.8700904E+02  0.28561E-02    2     2262    -4    -5     T
     1014  0.8701276E+02  0.37129E-02    2     2264    -4    -5     T
     1015  0.8701758E+02  0.48268E-02    2     2266    -4    -5     T
     1016  0.8702386E+02  0.62749E-02    2     2268    -4    -5     T
     1017  0.8703201E+02  0.81573E-02    2     2270    -4    -5     T
     1018  0.8704262E+02  0.10604E-01    2     2272    -4    -5     T
     1019  0.8705641E+02  0.13786E-01    2     2274    -4    -5     T
     1020  0.8707433E+02  0.17922E-01    2     2276    -4    -5     T
     1021  0.8709763E+02  0.23298E-01    2     2278    -4    -5     T
     1022  0.8712791E+02  0.30287E-01    2     2280    -4    -5     T
     1023  0.8716729E+02  0.39374E-01    2     2282    -4    -5     T
     1024  0.8721847E+02  0.51186E-01    2     2284    -4    -5     T
     1025  0.8728501E+02  0.66542E-01    2     2286    -4    -5     T
     1026  0.8737439E+02  0.89373E-01    2     2288    -4    -5     T
     1027  0.8747866E+02  0.10427E+00    2     2290    -4    -5     T
     1028  0.8760899E+02  0.13034E+00    2     2292    -4    -5     T
     1029  0.8780450E+02  0.19550E+00    2     2294    -4    -5     T
     1030  0.8800000E+02  0.19550E+00    2     2296    -4    -5     T
     1031  0.8825000E+02  0.25000E+00    2     2298    -4    -5     T
     1032  0.8862500E+02  0.37500E+00    4     2302    -4    -5     T
     1033  0.8900000E+02  0.37500E+00    3     2305    -4    -5     T
     1034  0.8900100E+02  0.10000E-02    2     2307    -4    -5     T
     1035  0.8900230E+02  0.13000E-02    2     2309    -4    -5     T
     1036  0.8900399E+02  0.16900E-02    2     2311    -4    -5     T
     1037  0.8900619E+02  0.21970E-02    2     2313    -4    -5     T
     1038  0.8900904E+02  0.28561E-02    2     2315    -4    -5     T
     1039  0.8901276E+02  0.37129E-02    2     2317    -4    -5     T
     1040  0.8901758E+02  0.48268E-02    2     2319    -4    -5     T
     1041  0.8902386E+02  0.62749E-02    2     2321    -4    -5     T
     1042  0.8903201E+02  0.81573E-02    2     2323    -4    -5     T
     1043  0.8904262E+02  0.10604E-01    2     2325    -4    -5     T
     1044  0.8905641E+02  0.13786E-01    2     2327    -4    -5     T
     1045  0.8907433E+02  0.17922E-01    2     2329    -4    -5     T
     1046  0.8909763E+02  0.23298E-01    2     2331    -4    -5     T
     1047  0.8912791E+02  0.30287E-01    2     2333    -4    -5     T
     1048  0.8916729E+02  0.39374E-01    2     2335    -4    -5     T
     1049  0.8921847E+02  0.51186E-01    2     2337    -4    -5     T
     1050  0.8928501E+02  0.66542E-01    2     2339    -4    -5     T
     1051  0.8937439E+02  0.89373E-01    2     2341    -4    -5     T
     1052  0.8947866E+02  0.10427E+00    2     2343    -4    -5     T
     1053  0.8960899E+02  0.13034E+00    2     2345    -4    -5     T
     1054  0.8980450E+02  0.19550E+00    2     2347    -4    -5     T
     1055  0.9000000E+02  0.19550E+00    2     2349    -4    -5     T
     1056  0.9000100E+02  0.10000E-02    2     2351    -4    -5     T
     1057  0.9000230E+02  0.13000E-02    2     2353    -4    -5     T
     1058  0.9000399E+02  0.16900E-02    2     2355    -4    -5     T
     1059  0.9000619E+02  0.21970E-02    2     2357    -4    -5     T
     1060  0.9000904E+02  0.28561E-02    2     2359    -4    -5     T
     1061  0.9001276E+02  0.37129E-02    2     2361    -4    -5     T
     1062  0.9001758E+02  0.48268E-02    2     2363    -4    -5     T
     1063  0.9002386E+02  0.62749E-02    2     2365    -4    -5     T
     1064  0.9003202E+02  0.81573E-02    2     2367    -4    -5     T
     1065  0.9004262E+02  0.10604E-01    2     2369    -4    -5     T
     1066  0.9005641E+02  0.13786E-01    2     2371    -4    -5     T
     1067  0.9007433E+02  0.17922E-01    2     2373    -4    -5     T
     1068  0.9009763E+02  0.23298E-01    2     2375    -4    -5     T
     1069  0.9012791E+02  0.30287E-01    2     2377    -4    -5     T
     1070  0.9016729E+02  0.39374E-01    2     2379    -4    -5     T
     1071  0.9021847E+02  0.51186E-01    2     2381    -4    -5     T
     1072  0.9028501E+02  0.66542E-01    2     2383    -4    -5     T
     1073  0.9037439E+02  0.89373E-01    2     2385    -4    -5     T
     1074  0.9047866E+02  0.10427E+00    2     2387    -4    -5     T
     1075  0.9060899E+02  0.13034E+00    2     2389    -4    -5     T
     1076  0.9080450E+02  0.19550E+00    2     2391    -4    -5     T
     1077  0.9100000E+02  0.19550E+00    2     2393    -4    -5     T
     1078  0.9125000E+02  0.25000E+00    2     2395    -4    -5     T
     1079  0.9162500E+02  0.37500E+00    2     2397    -4    -5     T
     1080  0.9200000E+02  0.37500E+00    2     2399    -4    -5     T
     1081  0.9200100E+02  0.10000E-02    2     2401    -4    -5     T
     1082  0.9200230E+02  0.13000E-02    2     2403    -4    -5     T
     1083  0.9200399E+02  0.16900E-02    2     2405    -4    -5     T
     1084  0.9200619E+02  0.21970E-02    2     2407    -4    -5     T
     1085  0.9200904E+02  0.28561E-02    2     2409    -4    -5     T
     1086  0.9201276E+02  0.37129E-02    2     2411    -4    -5     T
     1087  0.9201758E+02  0.48268E-02    2     2413    -4    -5     T
     1088  0.9202386E+02  0.62749E-02    2     2415    -4    -5     T
     1089  0.9203201E+02  0.81573E-02    2     2417    -4    -5     T
