ET.Daily
"2017-05-11",4.96511721164928
"2017-05-12",4.66119797718385
"2017-05-13",3.50145801597748
"2017-05-14",3.35075599965279
"2017-05-15",3.4571383681017
"2017-05-16",3.44061447503817
"2017-05-17",4.13648144323218
"2017-05-18",4.82940723142087
"2017-05-19",6.60055739324745
"2017-05-20",3.50404577871452
"2017-05-21",3.73590436439115
"2017-05-22",4.14120547770111
"2017-05-23",4.53510337284811
"2017-05-24",3.47382394108039
"2017-05-25",3.40562664677585
"2017-05-26",4.30747260219357
"2017-05-27",5.46515486336291
"2017-05-28",6.61337334221557
"2017-05-29",4.85406187355975
"2017-05-30",4.73325717060484
"2017-05-31",4.2271246311561
"2017-06-01",4.90082305216202
"2017-06-02",5.05323949205821
"2017-06-03",3.91802470779891
"2017-06-04",3.85040704373966
"2017-06-05",3.78086421160026
"2017-06-06",4.40479978483679
"2017-06-07",3.447727068625
"2017-06-08",3.75034089624934
"2017-06-09",5.78412102717575
"2017-06-10",3.91576683543762
"2017-06-11",5.33317569277943
"2017-06-12",4.08204935347985
"2017-06-13",3.88886916041739
"2017-06-14",4.1528971602176
"2017-06-15",6.04486995292079
"2017-06-16",3.87447258939866
"2017-06-17",3.79513759291875
"2017-06-18",4.62004668385639
"2017-06-19",5.36706696245601
"2017-06-20",5.10424901489459
"2017-06-21",4.3510058534576
"2017-06-22",6.86120805330541
"2017-06-23",4.25391837976383
"2017-06-24",4.35456260741147
"2017-06-25",4.19036407613144
"2017-06-26",3.71982215714286
"2017-06-27",4.2483292313291
"2017-06-28",4.75920648512719
"2017-06-29",4.18126005735118
"2017-06-30",4.00815275509731
"2017-07-01",3.95867738506776
"2017-07-02",3.81086729889369
"2017-07-03",4.0115218812819
"2017-07-04",3.77907958025832
"2017-07-05",3.79574314331939
"2017-07-06",5.09546059489656
"2017-07-07",4.54084686992851
"2017-07-08",4.1733059146917
"2017-07-09",4.00411265120992
"2017-07-10",4.05818706467189
"2017-07-11",4.10621764153388
"2017-07-12",3.61240362802354
"2017-07-13",3.47895920783683
"2017-07-14",3.66915713234558
"2017-07-15",3.6752185444635
"2017-07-16",3.70923936316915
"2017-07-17",3.74381764550102
"2017-07-18",4.15787177819094
"2017-07-19",5.5483705389683
"2017-07-20",4.11740190200043
"2017-07-21",4.11333856712297
"2017-07-22",4.08113029261981
"2017-07-23",3.84703939718154
"2017-07-24",3.7555201059711
"2017-07-25",3.07557581432439
"2017-07-26",3.64158495975476
"2017-07-27",3.58483207858186
"2017-07-28",3.58009290228252
"2017-07-29",3.86678810872432
"2017-07-30",5.75993680541019
"2017-07-31",4.2135055015239
"2017-08-01",4.17387872892578
"2017-08-02",3.9308592422041
"2017-08-03",3.96938112333058
"2017-08-04",3.67915997262627
"2017-08-05",3.55528744616957
"2017-08-06",3.2847930214225
"2017-08-07",4.59886736038118
"2017-08-08",5.63668695483218
"2017-08-09",3.64079908610948
"2017-08-10",3.48129686385638
"2017-08-11",3.21040408728437
"2017-08-12",3.13432323459047
"2017-08-13",3.25721048778937
"2017-08-14",3.68751008312763
"2017-08-15",4.90637925667242
"2017-08-16",3.21114350387463
"2017-08-17",3.92948086726361
"2017-08-18",3.40003138385774
"2017-08-19",3.05764999282486
"2017-08-20",2.82151249025037
"2017-08-21",2.86629504899508
"2017-08-22",2.73316127604261
"2017-08-23",2.95612455857347
"2017-08-24",3.28082243703727
"2017-08-25",2.90926267991374
"2017-08-26",3.11563801275646
"2017-08-27",2.89314960079378
"2017-08-28",3.01606007204075
"2017-08-29",5.1274526854412
"2017-08-30",4.94123930101816
"2017-08-31",2.99008144539508
"2017-09-01",2.59340847537133
"2017-09-02",2.45847116203528
"2017-09-03",2.4873295425171
"2017-09-04",2.57561400643378
"2017-09-05",3.02483755607734
"2017-09-06",2.50573777257329
"2017-09-07",2.38414573296297
"2017-09-08",2.37292331525851
"2017-09-09",2.52501344021573
"2017-09-10",2.33747483320781
"2017-09-11",2.29799638189021
"2017-09-12",2.16797247005045
"2017-09-13",2.12024652367651
"2017-09-14",2.08826216466868
"2017-09-15",1.97891280590985
"2017-09-16",1.96617719982068
"2017-09-17",2.10005875203279
"2017-09-18",1.90223995434942
"2017-09-19",1.80038469823673
"2017-09-20",1.85266582584027
"2017-09-21",1.77030425596193
"2017-09-22",1.87167951070794
"2017-09-23",1.78143134308955
"2017-09-24",1.94396221245473
"2017-09-25",1.85964036930491
"2017-09-26",1.90208081158419
"2017-09-27",1.88270415955121
"2017-09-28",1.85729728945337
"2017-09-29",1.91659376687651
"2017-09-30",1.91322772973384
"2017-10-01",1.66210571036847
"2017-10-02",1.61094841425027
"2017-10-03",1.63160881624327
"2017-10-04",1.53460169073424
"2017-10-05",1.50003318760272
"2017-10-06",1.42069445606332
"2017-10-07",1.3865434598847
"2017-10-08",1.29621554609396
"2017-10-09",1.24153507799741
"2017-10-10",1.36822011366267
"2017-10-11",1.51766031304485
"2017-10-12",1.38922393212299
"2017-10-13",1.32992971335706
"2017-10-14",1.45130424916958
"2017-10-15",1.45514068554798
"2017-10-16",1.3987289932862
"2017-10-17",1.41308337326867
"2017-10-18",1.27781290585592
"2017-10-19",1.16464341542504
"2017-10-20",1.24412276420376
"2017-10-21",1.15062416758618
"2017-10-22",1.11940921300324
"2017-10-23",1.03659458619242
"2017-10-24",1.1093925121654
"2017-10-25",1.18063596208682
"2017-10-26",1.10060196909771
"2017-10-27",0.98436607756099
"2017-10-28",0.942170816966781
"2017-10-29",0.860970914729246
"2017-10-30",0.797195823511789
"2017-10-31",0.791686092806839
